type	latitude	longitude	altitude (m)	slope (%)	distance (km)	distance_interval (m)	name	desc
T	20.567834411	-75.220322745	54.3	-14.5	257.352	34.49		
T	20.568012343	-75.220050340	53.6	-2.0	257.387	34.57		
T	20.568131283	-75.219868249	56.4	12.1	257.410	23.11		
T	20.568251723	-75.219718281	59.0	13.0	257.430	20.55		
T	20.568431008	-75.219443858	58.6	-1.3	257.465	34.82		
T	20.568461573	-75.219414316	58.0	-11.9	257.470	4.58		
T	20.568336921	-75.219467318	59.9	12.2	257.485	14.87		
T	20.568149295	-75.219514107	62.2	11.1	257.506	21.34		
T	20.567898224	-75.219522235	62.8	1.9	257.534	27.81		
T	20.567587749	-75.219587774	65.4	7.4	257.569	35.05		
T	20.567245521	-75.219584754	70.7	14.0	257.607	37.89		
T	20.566971123	-75.219624436	71.6	3.0	257.637	30.66		
T	20.566606663	-75.219625751	69.5	-5.3	257.678	40.35		
T	20.566484206	-75.219553960	69.0	-2.9	257.693	15.49		
T	20.566451252	-75.219457192	68.7	-3.1	257.704	10.73		
T	20.566539675	-75.219400467	70.2	13.0	257.715	11.44		
T	20.566718840	-75.219349971	72.9	13.3	257.736	20.52		
T	20.566867255	-75.219265541	76.8	20.7	257.755	18.64		
T	20.567047254	-75.219214378	77.9	5.3	257.775	20.63		
T	20.567292821	-75.219143836	74.2	-12.8	257.803	28.16		
T	20.567602551	-75.219079184	66.8	-21.4	257.838	34.95		
T	20.567819993	-75.219005228	62.9	-15.3	257.864	25.28		
T	20.568131446	-75.218875500	56.7	-16.7	257.901	37.04		
T	20.568131446	-75.218875500	56.7		257.901	0.00		
T	20.567973854	-75.218861740	58.8	12.2	257.918	17.51		
T	20.567689865	-75.218804134	63.2	13.5	257.950	32.01		
T	20.567405392	-75.218652504	69.8	18.9	257.985	35.24		
T	20.567124149	-75.218564530	76.6	20.9	258.018	32.46		
T	20.566875606	-75.218450134	79.2	8.7	258.048	29.99		
T	20.566598458	-75.218334976	77.5	-5.2	258.081	32.95		
T	20.566446204	-75.218233417	77.3	-1.1	258.101	19.91		
T	20.566296432	-75.218165717	76.9	-2.1	258.119	18.02		
T	20.566143824	-75.217973534	74.4	-9.6	258.145	26.21		
T	20.566110824	-75.217787856	71.2	-16.4	258.165	19.70		
T	20.566258587	-75.217643268	67.3	-17.4	258.187	22.25		
T	20.566377473	-75.217557726	64.5	-17.5	258.203	15.90		
T	20.566646273	-75.217387408	63.7	-2.5	258.237	34.66		
T	20.566917097	-75.217277487	63.9	0.6	258.270	32.10		
T	20.567189220	-75.217136432	63.0	-2.7	258.303	33.53		
T	20.567524675	-75.216967508	62.2	-1.9	258.344	41.10		
T	20.567866704	-75.216833496	59.6	-6.5	258.385	40.36		
T	20.568211085	-75.216759990	52.2	-18.8	258.423	38.89		
T	20.568559687	-75.216781238	47.0	-13.7	258.462	38.66		
T	20.568846748	-75.216798734	43.9	-9.6	258.494	31.83		
T	20.569104936	-75.216910119	43.0	-2.9	258.525	30.85		
T	20.569202214	-75.217011002	43.5	3.1	258.540	15.05		
T	20.569109560	-75.217134397	43.7	1.1	258.556	16.45		
T	20.568856030	-75.217214896	44.4	2.6	258.586	29.30		
T	20.568510031	-75.217383700	51.2	16.0	258.628	42.16		
T	20.568163601	-75.217454998	58.8	19.4	258.667	39.07		
T	20.567755444	-75.217549819	63.0	9.2	258.713	46.26		
T	20.567317943	-75.217547283	67.3	8.8	258.761	48.44		
T	20.566798347	-75.217516978	66.7	-1.1	258.819	57.61		
T	20.566496046	-75.217410914	63.0	-10.4	258.854	35.25		
T	20.566223288	-75.217244015	62.3	-1.9	258.889	34.85		
T	20.565920372	-75.216954668	63.5	2.5	258.934	45.11		
T	20.565823286	-75.216639263	64.1	1.7	258.969	34.60		
T	20.565723636	-75.216260093	64.6	1.4	259.010	41.05		
T	20.565642626	-75.215595693	64.1	-0.7	259.080	69.85		
T	20.565533607	-75.214743407	84.7	22.9	259.170	89.68		
T	20.565450963	-75.213682996	127.7	38.8	259.280	110.95		
T	20.565364937	-75.212641116	160.6	30.1	259.389	109.05		
T	20.565405001	-75.211515015	196.7	30.7	259.507	117.50		
T	20.565527944	-75.210183978	197.0	0.2	259.646	139.45		
T	20.565614937	-75.208801035	190.7	-4.4	259.791	144.52		
T	20.565729833	-75.207406689	162.4	-19.4	259.937	145.94		
T	20.565951316	-75.206172668	151.8	-8.0	260.068	130.98		
T	20.566233596	-75.205294501	134.0	-18.5	260.165	96.75		
T	20.566568829	-75.204660168	141.1	9.4	260.240	75.84		
T	20.566764035	-75.204372878	141.8	1.9	260.277	36.94		
T	20.566909046	-75.204303191	143.2	8.1	260.295	17.62		
T	20.567054343	-75.204264775	144.7	8.7	260.312	16.58		
T	20.567200865	-75.204319992	146.8	12.5	260.329	17.21		
T	20.567348185	-75.204406358	148.2	7.2	260.347	18.63		
T	20.567499202	-75.204679411	152.4	12.7	260.380	33.02		
T	20.567591984	-75.204986566	158.4	17.9	260.414	33.63		
T	20.567709417	-75.205262838	164.5	19.3	260.446	31.60		
T	20.567766291	-75.205542006	170.4	20.0	260.476	29.78		
T	20.567774394	-75.205851325	175.2	14.8	260.508	32.26		
T	20.567697676	-75.206256688	173.6	-3.8	260.551	43.11		
T	20.567622294	-75.206661446	154.2	-45.0	260.594	43.02		
T	20.567540971	-75.207035730	152.3	-4.7	260.634	40.05		
T	20.567301186	-75.207322532	165.9	34.0	260.674	39.99		
T	20.567092663	-75.207575733	178.3	35.4	260.709	35.07		
T	20.566944327	-75.207703183	184.6	29.7	260.730	21.13		
T	20.566767343	-75.207800477	188.0	15.6	260.752	22.06		
T	20.566591331	-75.207805879	185.4	-13.6	260.772	19.49		
T	20.566416103	-75.207689313	176.6	-38.1	260.795	22.89		
T	20.566301499	-75.207540401	171.4	-26.3	260.815	20.05		
T	20.566244362	-75.207389529	168.8	-15.3	260.832	16.96		
T	20.566273189	-75.207266192	168.6	-1.3	260.845	13.25		
T	20.566359468	-75.207171330	169.6	7.0	260.859	13.75		
T	20.566505818	-75.206951016	169.6	0.1	260.887	28.11		
T	20.566594445	-75.206916807	168.9	-6.7	260.897	10.44		
T	20.566741829	-75.206880317	166.5	-14.6	260.914	16.75		
T	20.566919539	-75.206873399	162.5	-20.2	260.934	19.69		
T	20.567038668	-75.206930516	160.6	-13.3	260.948	14.47		
T	20.567156378	-75.207018852	159.6	-5.9	260.964	15.96		
T	20.567272821	-75.207200059	162.6	13.1	260.987	22.87		
T	20.567361787	-75.207412896	167.3	19.5	261.011	24.28		
T	20.567424994	-75.207657258	174.4	26.7	261.038	26.42		
T	20.567481809	-75.207901644	181.0	25.0	261.064	26.25		
T	20.567483517	-75.208208757	189.8	27.7	261.096	32.02		
T	20.567490695	-75.208546383	197.1	20.6	261.131	35.21		
T	20.567507114	-75.208885113	193.7	-9.7	261.166	35.37		
T	20.567428208	-75.209163885	189.4	-14.1	261.197	30.35		
T	20.567348949	-75.209411843	183.1	-22.9	261.224	27.30		
T	20.567272115	-75.209629776	176.4	-28.0	261.248	24.26		
T	20.567218488	-75.209754112	173.0	-23.3	261.263	14.26		
T	20.567108203	-75.209971243	172.2	-3.2	261.288	25.72		
T	20.567143928	-75.210003286	169.0	-61.4	261.294	5.18		
T	20.567281638	-75.210069063	160.4	-51.4	261.310	16.72		
T	20.567593964	-75.210172205	138.8	-59.8	261.346	36.21		
T	20.567875245	-75.210244408	115.0	-74.4	261.378	32.04		
T	20.568195921	-75.210444004	96.4	-45.1	261.420	41.15		
T	20.568481785	-75.210706771	88.5	-18.9	261.461	41.86		
T	20.568669776	-75.211001776	82.0	-17.5	261.499	37.14		
T	20.568818105	-75.211358537	75.7	-15.4	261.539	40.66		
T	20.568963874	-75.211779024	69.9	-12.5	261.586	46.72		
T	20.569075483	-75.212231082	68.9	-2.0	261.635	48.73		
T	20.569154325	-75.212588243	64.4	-11.7	261.673	38.25		
T	20.569106669	-75.212912746	59.9	-13.3	261.707	34.24		
T	20.568915231	-75.212940318	60.7	3.8	261.729	21.39		
T	20.568847735	-75.212873578	61.9	12.0	261.739	10.21		
T	20.568777940	-75.212742499	64.0	13.4	261.755	15.70		
T	20.568710542	-75.212550000	66.8	13.0	261.776	21.41		
T	20.568637699	-75.212228614	67.0	0.6	261.810	34.47		
T	20.568617971	-75.211808682	69.9	6.7	261.854	43.84		
T	20.568723161	-75.211389654	76.2	13.8	261.899	45.22		
T	20.568730593	-75.210937809	81.6	11.4	261.947	47.12		
T	20.568837391	-75.210583054	82.9	3.4	261.985	38.83		
T	20.568913568	-75.210260435	83.3	1.2	262.020	34.68		
T	20.569125631	-75.209843724	85.7	4.7	262.069	49.39		
T	20.569284047	-75.209746453	84.5	-5.5	262.090	20.26		
T	20.569417539	-75.209810124	80.3	-26.1	262.106	16.20		
T	20.569358648	-75.209939446	79.3	-6.8	262.121	14.98		
T	20.569234737	-75.210068815	78.5	-4.4	262.140	19.24		
T	20.569233166	-75.210036597	79.2	22.2	262.144	3.36		
T	20.569453372	-75.209874485	78.6	-2.0	262.173	29.67		
T	20.569582641	-75.209841531	76.2	-16.7	262.188	14.72		
T	20.569364981	-75.210068488	76.9	2.3	262.222	33.77		
T	20.569091866	-75.210455711	75.9	-2.1	262.272	50.44		
T	20.568818643	-75.210777286	81.7	12.9	262.317	45.16		
T	20.568573803	-75.211001086	83.9	6.0	262.353	35.77		
T	20.568328484	-75.211191758	85.3	4.2	262.387	33.66		
T	20.568293239	-75.211158567	86.1	16.2	262.392	5.22		
T	20.568534443	-75.210903463	85.6	-1.3	262.430	37.69		
T	20.568874442	-75.210616401	81.9	-7.8	262.478	48.09		
T	20.569120808	-75.210391206	75.2	-18.6	262.514	35.99		
T	20.569368782	-75.210165071	75.2	0.1	262.550	36.19		
T	20.569589014	-75.210034775	74.5	-2.4	262.578	27.91		
T	20.569617913	-75.209905874	75.0	3.4	262.592	13.82		
T	20.569482862	-75.209809760	78.8	21.1	262.610	18.00		
T	20.569345992	-75.209681612	83.1	21.3	262.630	20.20		
T	20.569273030	-75.209521214	84.2	6.0	262.648	18.57		
T	20.569266740	-75.209392623	83.7	-4.0	262.662	13.43		
T	20.569289798	-75.209199473	81.7	-10.0	262.682	20.30		
T	20.569372171	-75.208908905	80.7	-3.0	262.714	31.64		
T	20.569450536	-75.208617812	82.9	6.9	262.745	31.57		
T	20.569535039	-75.208423062	86.0	13.9	262.768	22.36		
T	20.569582714	-75.208228848	90.6	22.1	262.789	20.93		
T	20.569680032	-75.208000955	96.6	23.2	262.815	26.09		
T	20.569540137	-75.207940599	103.2	39.4	262.831	16.72		
T	20.569163398	-75.208078462	104.0	1.8	262.876	44.12		
T	20.568889727	-75.208147977	102.7	-4.3	262.907	31.15		
T	20.568588748	-75.208248988	123.9	60.8	262.942	34.95		
T	20.568250002	-75.208380184	147.6	59.4	262.982	39.92		
T	20.567946556	-75.208508767	167.6	55.3	263.018	36.17		
T	20.567686315	-75.208635838	187.0	61.0	263.049	31.71		
T	20.567467556	-75.208731440	197.3	39.3	263.076	26.19		
T	20.567159170	-75.208888761	202.1	12.8	263.113	37.88		
T	20.567011188	-75.209013188	198.5	-17.1	263.134	20.90		
T	20.566864713	-75.209107058	196.3	-11.7	263.153	18.94		
T	20.566718215	-75.209170304	194.6	-9.9	263.171	17.51		
T	20.566688269	-75.209140495	194.1	-11.2	263.175	4.54		
T	20.566716218	-75.209049000	194.0	-0.8	263.185	10.03		
T	20.566770532	-75.208835209	194.2	0.9	263.209	23.09		
T	20.566850952	-75.208468213	194.8	1.4	263.248	39.29		
T	20.566970170	-75.207977664	192.4	-4.5	263.301	52.82		
T	20.567095531	-75.207237153	168.2	-30.9	263.379	78.45		
T	20.567322520	-75.206363633	151.5	-17.6	263.474	94.48		
T	20.567480105	-75.205302654	160.9	8.4	263.586	111.99		
T	20.567697142	-75.204296107	149.4	-10.7	263.693	107.67		
T	20.567820799	-75.203184134	168.5	16.4	263.810	116.75		
T	20.567964383	-75.202208248	135.8	-31.8	263.913	102.99		
T	20.568037399	-75.201425651	121.8	-17.0	263.995	82.00		
T	20.567997296	-75.200884801	147.4	45.2	264.052	56.57		
T	20.567991158	-75.200469269	155.0	17.5	264.095	43.33		
T	20.567969020	-75.200204061	159.1	14.6	264.123	27.76		
T	20.567901890	-75.200121078	161.6	21.9	264.134	11.41		
T	20.567854304	-75.200273162	157.8	-22.2	264.151	16.71		
T	20.567756749	-75.200548192	153.8	-13.2	264.181	30.64		
T	20.567636219	-75.200947140	145.9	-18.0	264.225	43.68		
T	20.567566421	-75.201222876	131.9	-47.3	264.255	29.77		
T	20.567485895	-75.201573015	121.7	-27.0	264.292	37.58		
T	20.567481652	-75.201864053	129.3	25.0	264.323	30.35		
T	20.567478830	-75.202057513	140.3	54.4	264.343	20.17		
T	20.567533573	-75.202279645	152.7	51.7	264.367	23.94		
T	20.567681226	-75.202428803	154.3	7.4	264.389	22.56		
T	20.567801269	-75.202483383	152.8	-10.3	264.404	14.46		
T	20.568043711	-75.202527982	152.2	-2.2	264.431	27.24		
T	20.568254785	-75.202608147	156.6	17.4	264.456	24.82		
T	20.568496998	-75.202686198	160.5	14.1	264.484	28.02		
T	20.568778277	-75.202693683	158.3	-7.2	264.515	31.15		
T	20.569032460	-75.202670286	150.0	-29.2	264.543	28.25		
T	20.569343962	-75.202613907	138.6	-32.6	264.578	34.98		
T	20.569660212	-75.202491222	132.1	-17.4	264.616	37.28		
T	20.569968026	-75.202116104	133.1	1.9	264.667	51.88		
T	20.570268273	-75.201665454	150.9	30.9	264.725	57.56		
T	20.570593290	-75.201152381	174.4	36.5	264.790	64.47		
T	20.570799713	-75.200516576	163.8	-15.2	264.860	70.12		
T	20.570988401	-75.200014340	168.3	8.1	264.916	56.38		
T	20.570994911	-75.199652291	169.6	3.2	264.954	37.76		
T	20.570875078	-75.199431612	158.6	-41.1	264.980	26.56		
T	20.570753717	-75.199407350	154.3	-31.6	264.994	13.67		
T	20.570541539	-75.199486891	150.2	-16.5	265.019	24.91		
T	20.570178186	-75.199609565	147.3	-6.8	265.061	42.21		
T	20.569812822	-75.199799588	143.6	-8.2	265.106	45.04		
T	20.569393652	-75.200118083	142.4	-2.2	265.163	57.06		
T	20.568861420	-75.200535822	139.9	-3.3	265.237	73.27		
T	20.568419044	-75.200786824	137.7	-4.1	265.292	55.53		
T	20.568009311	-75.201033837	138.4	1.4	265.344	52.16		
T	20.567778278	-75.201204392	136.6	-5.8	265.375	31.15		
T	20.567633837	-75.201307077	128.2	-43.9	265.395	19.24		
T	20.567785346	-75.201293977	130.4	13.0	265.411	16.83		
T	20.567997361	-75.201276266	127.2	-13.2	265.435	23.54		
T	20.568204681	-75.201199028	126.3	-3.9	265.459	24.32		
T	20.568477509	-75.201177375	125.5	-2.8	265.490	30.29		
T	20.568842420	-75.201213262	131.4	14.7	265.530	40.57		
T	20.569173154	-75.201223602	142.2	29.3	265.567	36.63		
T	20.569496986	-75.201272226	150.7	23.5	265.603	36.21		
T	20.569823865	-75.201351271	157.3	17.8	265.640	37.12		
T	20.570158363	-75.201393413	162.1	12.8	265.677	37.29		
T	20.570406122	-75.201471534	161.4	-2.4	265.706	28.61		
T	20.570653709	-75.201518166	158.7	-9.7	265.734	27.84		
T	20.570694890	-75.201638774	152.3	-47.8	265.747	13.38		
T	20.570642865	-75.201733927	149.1	-27.6	265.759	11.47		
T	20.570505384	-75.201895652	142.1	-31.1	265.781	22.72		
T	20.570307780	-75.202125206	133.4	-26.8	265.814	32.43		
T	20.570004134	-75.202401042	131.6	-4.0	265.858	44.24		
T	20.569724733	-75.202517440	132.4	2.5	265.891	33.23		
T	20.569566422	-75.202594749	134.9	13.0	265.911	19.29		
T	20.569377573	-75.202706149	139.9	20.9	265.935	23.92		
T	20.569188264	-75.202753898	145.9	27.8	265.956	21.54		
T	20.569096253	-75.202664413	147.3	10.1	265.970	13.81		
T	20.569222680	-75.202557472	140.7	-37.2	265.988	17.90		
T	20.569344692	-75.202549376	137.1	-26.7	266.001	13.53		
T	20.569502752	-75.202600232	135.3	-9.5	266.020	18.28		
T	20.569632690	-75.202716239	137.8	13.1	266.038	18.79		
T	20.569693885	-75.202872835	141.7	22.4	266.056	17.68		
T	20.569687265	-75.203004697	145.4	26.3	266.070	13.77		
T	20.569615011	-75.203174386	149.4	20.8	266.089	19.42		
T	20.569509595	-75.203378596	155.0	23.3	266.114	24.28		
T	20.569375109	-75.203614876	166.9	41.2	266.142	28.79		
T	20.569248029	-75.203656614	171.4	30.7	266.157	14.73		
T	20.569187030	-75.203565354	169.4	-17.5	266.169	11.67		
T	20.569190752	-75.203436572	163.3	-45.2	266.182	13.43		
T	20.569232967	-75.203205878	153.2	-41.1	266.207	24.50		
T	20.569342100	-75.202903022	144.3	-26.2	266.240	33.81		
T	20.569439802	-75.202637389	136.6	-26.1	266.270	29.73		
T	20.569562649	-75.202404357	131.3	-19.0	266.298	27.84		
T	20.569689524	-75.202168284	130.6	-2.4	266.326	28.34		
T	20.569859157	-75.201875022	138.4	21.6	266.362	35.88		
T	20.569953765	-75.201931569	137.1	-10.3	266.374	12.02		
T	20.569960866	-75.202023807	135.0	-21.5	266.384	9.65		
T	20.569938456	-75.202181946	131.6	-20.6	266.401	16.67		
T	20.569852226	-75.202506652	132.1	1.5	266.436	35.18		
T	20.569761505	-75.202801227	139.4	22.4	266.468	32.31		
T	20.569653562	-75.203040306	146.1	24.3	266.496	27.64		
T	20.569579807	-75.203242581	151.0	21.8	266.518	22.62		
T	20.569411015	-75.203451466	158.9	27.3	266.547	28.70		
T	20.569379266	-75.203453988	159.7	24.0	266.551	3.52		
T	20.569509595	-75.203378596	155.0	-28.5	266.567	16.43		
T	20.569704422	-75.203297722	153.0	-8.7	266.590	23.16		
T	20.569869325	-75.203186420	150.0	-14.1	266.612	21.63		
T	20.570124291	-75.203134659	147.4	-9.0	266.641	28.74		
T	20.570251355	-75.203189471	148.9	10.0	266.656	15.18		
T	20.570344851	-75.203344044	152.7	19.6	266.675	19.15		
T	20.570341203	-75.203474124	157.1	32.5	266.688	13.57		
T	20.570260899	-75.203678246	165.2	35.0	266.712	23.07		
T	20.570142347	-75.203981800	176.7	33.6	266.746	34.26		
T	20.570001195	-75.204218441	186.5	33.7	266.775	29.21		
T	20.569906080	-75.204414737	189.8	14.6	266.798	23.02		
T	20.569757848	-75.204610942	186.5	-13.0	266.824	26.23		
T	20.569643338	-75.204520006	184.4	-13.2	266.840	15.83		
T	20.569670197	-75.204361713	183.8	-3.3	266.857	16.77		
T	20.569718721	-75.204141976	179.3	-19.1	266.880	23.53		
T	20.569893775	-75.203838327	171.2	-21.9	266.917	37.12		
T	20.570044781	-75.203531449	160.1	-30.8	266.954	36.10		
T	20.570181699	-75.203357527	155.1	-21.1	266.977	23.64		
T	20.569944900	-75.203572478	161.0	17.2	267.012	34.49		
T	20.569676972	-75.203852056	171.3	24.8	267.053	41.59		
T	20.569520419	-75.203926194	175.8	23.6	267.072	18.98		
T	20.569299763	-75.204068534	181.3	19.3	267.101	28.58		
T	20.569117323	-75.204016160	181.3	-0.1	267.122	20.92		
T	20.569060123	-75.203955004	180.3	-10.6	267.131	8.99		
T	20.569004711	-75.203798145	179.3	-5.9	267.148	17.47		
T	20.568910470	-75.203552391	180.0	2.7	267.176	27.67		
T	20.568820053	-75.203304641	177.4	-9.6	267.204	27.70		
T	20.568800157	-75.203015068	170.7	-22.1	267.234	30.27		
T	20.568713777	-75.202763950	162.0	-31.2	267.262	27.87		
T	20.568690402	-75.202474665	150.8	-37.1	267.292	30.27		
T	20.568549226	-75.202222498	139.6	-36.6	267.323	30.59		
T	20.568462937	-75.202097625	134.9	-28.9	267.339	16.15		
T	20.568338475	-75.202108869	134.4	-3.8	267.353	13.83		
T	20.568212993	-75.202153051	134.4	-0.1	267.367	14.64		
T	20.568053475	-75.202298161	139.4	21.7	267.390	23.26		
T	20.567831857	-75.202480766	152.4	41.7	267.422	31.06		
T	20.567672682	-75.202656961	164.3	46.7	267.447	25.46		
T	20.567546558	-75.202796756	172.1	38.9	267.467	20.19		
T	20.567429446	-75.202929728	175.9	19.8	267.486	18.98		
T	20.567341791	-75.203029254	178.7	20.3	267.500	14.21		
T	20.567196039	-75.203194744	178.1	-2.8	267.524	23.62		
T	20.567050614	-75.203328464	175.7	-11.1	267.545	21.30		
T	20.566907362	-75.203460562	166.4	-44.6	267.566	21.01		
T	20.566772094	-75.203618303	158.1	-37.3	267.589	22.24		
T	20.566635266	-75.203745816	156.4	-8.1	267.609	20.16		
T	20.566489624	-75.203754269	161.9	34.0	267.625	16.15		
T	20.566366791	-75.203671941	167.1	32.3	267.641	16.08		
T	20.566298825	-75.203526547	168.1	5.9	267.658	16.92		
T	20.566233607	-75.203316946	167.5	-2.4	267.681	23.02		
T	20.566193261	-75.202952845	162.9	-12.0	267.719	38.23		
T	20.566129770	-75.202522588	162.9	-0.2	267.765	45.41		
T	20.566132219	-75.202110650	159.6	-7.5	267.807	42.95		
T	20.566078956	-75.201761536	145.3	-39.0	267.844	36.88		
T	20.566080233	-75.201442536	135.3	-29.9	267.878	33.26		
T	20.566075922	-75.201161223	126.5	-30.0	267.907	29.34		
T	20.566075506	-75.200874524	123.9	-8.7	267.937	29.89		
T	20.566161940	-75.200805245	125.2	10.4	267.949	11.99		
T	20.566307626	-75.200922295	126.9	8.7	267.969	20.23		
T	20.566397208	-75.200977231	128.0	9.8	267.981	11.45		
T	20.566486989	-75.201159764	128.3	1.4	268.002	21.47		
T	20.566583826	-75.201430148	131.1	9.1	268.032	30.16		
T	20.566668056	-75.201745808	137.1	17.7	268.066	34.21		
T	20.566752694	-75.202059925	149.3	35.8	268.100	34.07		
T	20.566832948	-75.202471473	168.9	44.8	268.144	43.82		
T	20.566952477	-75.202965064	180.6	22.0	268.197	53.14		
T	20.567024640	-75.203453321	167.3	-25.8	268.249	51.53		
T	20.567123427	-75.203957100	147.1	-37.6	268.303	53.65		
T	20.567173000	-75.204383505	146.9	-0.6	268.347	44.80		
T	20.567236590	-75.204660326	151.9	16.8	268.377	29.71		
T	20.567182733	-75.204880213	155.8	16.4	268.401	23.69		
T	20.567064709	-75.204792397	151.8	-24.8	268.417	15.96		
T	20.566945603	-75.204642619	146.9	-24.2	268.437	20.44		
T	20.566884543	-75.204490242	143.7	-18.2	268.454	17.27		
T	20.566791099	-75.204309884	142.4	-6.3	268.476	21.46		
T	20.566601821	-75.204077107	148.0	17.4	268.508	32.07		
T	20.566485217	-75.203694827	163.5	37.2	268.550	41.90		
T	20.566375585	-75.203279140	170.7	15.9	268.595	45.01		
T	20.566246027	-75.202797038	163.5	-13.8	268.647	52.27		
T	20.566130824	-75.202332789	163.9	0.8	268.697	50.06		
T	20.566046880	-75.201988555	154.6	-24.9	268.734	37.08		
T	20.565903235	-75.201807484	147.8	-27.6	268.759	24.69		
T	20.565844548	-75.201907442	151.7	31.2	268.771	12.28		
T	20.565756767	-75.202041176	155.7	23.7	268.788	17.00		
T	20.565699535	-75.202170876	158.4	18.4	268.803	14.93		
T	20.565616351	-75.202393717	155.8	-10.4	268.828	24.99		
T	20.565561710	-75.202614587	152.3	-15.0	268.852	23.81		
T	20.565422927	-75.202838625	150.5	-6.4	268.880	27.96		
T	20.565312086	-75.202936019	150.8	2.1	268.896	15.93		
T	20.565198307	-75.202911144	150.0	-6.3	268.909	12.86		
T	20.565140310	-75.202852905	149.0	-11.9	268.918	8.84		
T	20.565053684	-75.202765202	147.1	-13.6	268.931	13.25		
T	20.564995895	-75.202612435	142.8	-25.3	268.948	17.17		
T	20.564851718	-75.202403023	138.5	-16.0	268.975	27.05		
T	20.564764019	-75.202127124	132.2	-20.7	269.005	30.36		
T	20.564704716	-75.201848832	124.7	-25.4	269.035	29.75		
T	20.564617850	-75.201538410	119.8	-14.4	269.069	33.77		
T	20.564589175	-75.201476814	118.6	-16.7	269.076	7.16		
T	20.564504759	-75.201672421	122.1	15.5	269.098	22.44		
T	20.564391809	-75.201774492	123.9	11.0	269.115	16.42		
T	20.564278214	-75.201718517	122.6	-9.7	269.129	13.86		
T	20.564162922	-75.201601763	118.7	-22.1	269.146	17.64		
T	20.564104867	-75.201416093	112.6	-29.9	269.167	20.40		
T	20.564014401	-75.201175708	110.3	-8.5	269.194	26.99		
T	20.563923302	-75.200936769	110.7	1.5	269.221	26.88		
T	20.563828257	-75.200642347	116.9	19.1	269.253	32.45		
T	20.563759853	-75.200447893	124.6	35.5	269.275	21.64		
T	20.563713013	-75.200623695	118.1	-33.6	269.294	19.05		
T	20.563669040	-75.201019561	110.1	-19.5	269.335	41.56		
T	20.563622043	-75.201422089	113.9	9.0	269.378	42.29		
T	20.563541764	-75.201900767	124.8	21.6	269.428	50.70		
T	20.563491776	-75.202370975	134.2	18.9	269.478	49.34		
